"","NAME","Year","Month","Day","PRCP","SNOW","SNWD"
"26301","HANOVER, NH US",2001,8,29,0,0,0
"26302","HANOVER, NH US",2001,8,30,0,0,0
"26303","HANOVER, NH US",2001,8,31,0.82,0,0
"26304","HANOVER, NH US",2001,9,1,0,0,0
"26305","HANOVER, NH US",2001,9,2,0,0,0
"26306","HANOVER, NH US",2001,9,3,0,0,0
"26307","HANOVER, NH US",2001,9,4,0,0,0
"26308","HANOVER, NH US",2001,9,5,0.18,0,0
"26309","HANOVER, NH US",2001,9,6,0,0,0
"26310","HANOVER, NH US",2001,9,7,0,0,0
"26311","HANOVER, NH US",2001,9,8,0,0,0
"26312","HANOVER, NH US",2001,9,9,0,0,0
"26313","HANOVER, NH US",2001,9,10,0,0,0
"26314","HANOVER, NH US",2001,9,11,0.12,0,0
"26315","HANOVER, NH US",2001,9,12,0,0,0
"26316","HANOVER, NH US",2001,9,13,0,0,0
"26317","HANOVER, NH US",2001,9,14,0.04,0,0
"26318","HANOVER, NH US",2001,9,15,0,0,0
"26319","HANOVER, NH US",2001,9,16,0,0,0
"26320","HANOVER, NH US",2001,9,17,0,0,0
"26321","HANOVER, NH US",2001,9,18,0,0,0
"26322","HANOVER, NH US",2001,9,19,0,0,0
"26323","HANOVER, NH US",2001,9,20,0.03,0,0
"26324","HANOVER, NH US",2001,9,21,1.94,0,0
"26325","HANOVER, NH US",2001,9,22,0.23,0,0
"26326","HANOVER, NH US",2001,9,23,0,0,0
"26327","HANOVER, NH US",2001,9,24,0,0,0
"26328","HANOVER, NH US",2001,9,25,0.89,0,0
"26329","HANOVER, NH US",2001,9,26,0.01,0,0
"26330","HANOVER, NH US",2001,9,27,0.04,0,0
"26331","HANOVER, NH US",2001,9,28,0.26,0,0
"26332","HANOVER, NH US",2001,9,29,0.02,0,0
"26333","HANOVER, NH US",2001,9,30,0,0,0
"26334","HANOVER, NH US",2001,10,1,0,0,0
"26335","HANOVER, NH US",2001,10,2,0,0,0
"26336","HANOVER, NH US",2001,10,3,0,0,0
"26337","HANOVER, NH US",2001,10,4,0,0,0
"26338","HANOVER, NH US",2001,10,5,0,0,0
"26339","HANOVER, NH US",2001,10,6,0.08,0,0
"26340","HANOVER, NH US",2001,10,7,0.01,0,0
"26341","HANOVER, NH US",2001,10,8,0,0,0
"26342","HANOVER, NH US",2001,10,9,0.01,0,0
"26343","HANOVER, NH US",2001,10,10,0,0,0
"26344","HANOVER, NH US",2001,10,11,0,0,0
"26345","HANOVER, NH US",2001,10,12,0,0,0
"26346","HANOVER, NH US",2001,10,13,0,0,0
"26347","HANOVER, NH US",2001,10,14,0,0,0
"26348","HANOVER, NH US",2001,10,15,0.38,0,0
"26349","HANOVER, NH US",2001,10,16,0.01,0,0
"26350","HANOVER, NH US",2001,10,17,0.15,0,0
"26351","HANOVER, NH US",2001,10,18,0,0,0
"26352","HANOVER, NH US",2001,10,19,0,0,0
"26353","HANOVER, NH US",2001,10,20,0,0,0
"26354","HANOVER, NH US",2001,10,21,0.01,0,0
"26355","HANOVER, NH US",2001,10,22,0.06,0,0
"26356","HANOVER, NH US",2001,10,23,0.05,0,0
"26357","HANOVER, NH US",2001,10,24,0.18,0,0
"26358","HANOVER, NH US",2001,10,25,0.08,0,0
"26359","HANOVER, NH US",2001,10,26,0,0,0
"26360","HANOVER, NH US",2001,10,27,0,0,0
"26361","HANOVER, NH US",2001,10,28,0,0,0
"26362","HANOVER, NH US",2001,10,29,0,0,0
"26363","HANOVER, NH US",2001,10,30,0,0,0
"26364","HANOVER, NH US",2001,10,31,0.07,0,0
"26365","HANOVER, NH US",2001,11,1,0.18,0,0
"26366","HANOVER, NH US",2001,11,2,0.01,0,0
"26367","HANOVER, NH US",2001,11,3,0,0,0
"26368","HANOVER, NH US",2001,11,4,0,0,0
"26369","HANOVER, NH US",2001,11,5,0.18,0,0
"26370","HANOVER, NH US",2001,11,6,0,0,0
"26371","HANOVER, NH US",2001,11,7,0,0,0
"26372","HANOVER, NH US",2001,11,8,0,0,0
"26373","HANOVER, NH US",2001,11,9,0,0,0
"26374","HANOVER, NH US",2001,11,10,0.02,0,0
"26375","HANOVER, NH US",2001,11,11,0.01,0,0
"26376","HANOVER, NH US",2001,11,12,0,0,0
"26377","HANOVER, NH US",2001,11,13,0,0,0
"26378","HANOVER, NH US",2001,11,14,0.01,0,0
"26379","HANOVER, NH US",2001,11,15,0.03,0,0
"26380","HANOVER, NH US",2001,11,16,0.01,0,0
"26381","HANOVER, NH US",2001,11,17,0,0,0
"26382","HANOVER, NH US",2001,11,18,0.01,0,0
"26383","HANOVER, NH US",2001,11,19,0.01,0,0
"26384","HANOVER, NH US",2001,11,20,0,0,0
"26385","HANOVER, NH US",2001,11,21,0,0,0
"26386","HANOVER, NH US",2001,11,22,0,0,0
"26387","HANOVER, NH US",2001,11,23,0,0,0
"26388","HANOVER, NH US",2001,11,24,0,0,0
"26389","HANOVER, NH US",2001,11,25,0.35,0,0
"26390","HANOVER, NH US",2001,11,26,0.02,0,0
"26391","HANOVER, NH US",2001,11,27,0.02,0,0
"26392","HANOVER, NH US",2001,11,28,0,0,0
"26393","HANOVER, NH US",2001,11,29,0.33,0,0
"26394","HANOVER, NH US",2001,11,30,0.2,0,0
"26395","HANOVER, NH US",2001,12,1,0,0,0
"26396","HANOVER, NH US",2001,12,2,0,0,0
"26397","HANOVER, NH US",2001,12,3,0,0,0
"26398","HANOVER, NH US",2001,12,4,0,0,0
"26399","HANOVER, NH US",2001,12,5,0.04,0,0
"26400","HANOVER, NH US",2001,12,6,0,0,0
"26401","HANOVER, NH US",2001,12,7,0,0,0
"26402","HANOVER, NH US",2001,12,8,0.03,1.8,2
"26403","HANOVER, NH US",2001,12,9,0.2,1,2
"26404","HANOVER, NH US",2001,12,10,0,0,2
"26405","HANOVER, NH US",2001,12,11,0,0,2
"26406","HANOVER, NH US",2001,12,12,0,0,2
"26407","HANOVER, NH US",2001,12,13,0.07,0,0
"26408","HANOVER, NH US",2001,12,14,0.03,0,0
"26409","HANOVER, NH US",2001,12,15,0.75,0.5,1
"26410","HANOVER, NH US",2001,12,16,0,0,0
"26411","HANOVER, NH US",2001,12,17,0.35,2.5,3
"26412","HANOVER, NH US",2001,12,18,0.36,2.5,5
"26413","HANOVER, NH US",2001,12,19,0,0,4
"26414","HANOVER, NH US",2001,12,20,0.05,0.5,3
"26415","HANOVER, NH US",2001,12,21,0,0,3
"26416","HANOVER, NH US",2001,12,22,0,0,3
"26417","HANOVER, NH US",2001,12,23,0,0,3
"26418","HANOVER, NH US",2001,12,24,0.19,0,3
"26419","HANOVER, NH US",2001,12,25,0,0,3
"26420","HANOVER, NH US",2001,12,26,0,0,3
"26421","HANOVER, NH US",2001,12,27,0,0,3
"26422","HANOVER, NH US",2001,12,28,0,0,3
"26423","HANOVER, NH US",2001,12,29,0,0,3
"26424","HANOVER, NH US",2001,12,30,0,0,3
"26425","HANOVER, NH US",2001,12,31,0,0,3
"26426","HANOVER, NH US",2002,1,1,0,0,3
"26427","HANOVER, NH US",2002,1,2,0,0,3
"26428","HANOVER, NH US",2002,1,3,0,0,3
"26429","HANOVER, NH US",2002,1,4,0,0,3
"26430","HANOVER, NH US",2002,1,5,0,0,3
"26431","HANOVER, NH US",2002,1,6,0.39,3.5,6
"26432","HANOVER, NH US",2002,1,7,0.57,9.5,15
"26433","HANOVER, NH US",2002,1,8,0.14,2,15
"26434","HANOVER, NH US",2002,1,9,0,0,15
"26435","HANOVER, NH US",2002,1,10,0,0,10
"26436","HANOVER, NH US",2002,1,11,0,0,9
"26437","HANOVER, NH US",2002,1,12,0,0,8
"26438","HANOVER, NH US",2002,1,13,0.21,1.2,9
"26439","HANOVER, NH US",2002,1,14,0,0,9
"26440","HANOVER, NH US",2002,1,15,0.05,0.8,10
"26441","HANOVER, NH US",2002,1,16,0,0,10
"26442","HANOVER, NH US",2002,1,17,0.08,1.7,12
"26443","HANOVER, NH US",2002,1,18,0,0,11
"26444","HANOVER, NH US",2002,1,19,0.09,1.2,12
"26445","HANOVER, NH US",2002,1,20,0,0,12
"26446","HANOVER, NH US",2002,1,21,0,0,12
"26447","HANOVER, NH US",2002,1,22,0,0,12
"26448","HANOVER, NH US",2002,1,23,0,0,9
"26449","HANOVER, NH US",2002,1,24,0,0,8
"26450","HANOVER, NH US",2002,1,25,0.08,0.3,8
"26451","HANOVER, NH US",2002,1,26,0,0,8
"26452","HANOVER, NH US",2002,1,27,0,0,8
"26453","HANOVER, NH US",2002,1,28,0,0,8
"26454","HANOVER, NH US",2002,1,29,0,0,7
"26455","HANOVER, NH US",2002,1,30,0.21,0.1,7
"26456","HANOVER, NH US",2002,1,31,0.01,0.3,7
"26457","HANOVER, NH US",2002,2,1,0.83,6.2,13
"26458","HANOVER, NH US",2002,2,2,0.45,0.4,13
"26459","HANOVER, NH US",2002,2,3,0,0,13
"26460","HANOVER, NH US",2002,2,4,0,0,13
"26461","HANOVER, NH US",2002,2,5,0,0,13
"26462","HANOVER, NH US",2002,2,6,0,0,13
"26463","HANOVER, NH US",2002,2,7,0,0,12
"26464","HANOVER, NH US",2002,2,8,0,0,12
"26465","HANOVER, NH US",2002,2,9,0,0,12
"26466","HANOVER, NH US",2002,2,10,0,0,12
"26467","HANOVER, NH US",2002,2,11,1.26,1.2,11
"26468","HANOVER, NH US",2002,2,12,0,0,10
"26469","HANOVER, NH US",2002,2,13,0,0,10
"26470","HANOVER, NH US",2002,2,14,0,0,10
"26471","HANOVER, NH US",2002,2,15,0,0,10
"26472","HANOVER, NH US",2002,2,16,0,0,10
"26473","HANOVER, NH US",2002,2,17,0.87,5.8,16
"26474","HANOVER, NH US",2002,2,18,0,0,16
"26475","HANOVER, NH US",2002,2,19,0,0,16
"26476","HANOVER, NH US",2002,2,20,0,0,15
"26477","HANOVER, NH US",2002,2,21,0.16,1.2,12
"26478","HANOVER, NH US",2002,2,22,0.17,0,10
"26479","HANOVER, NH US",2002,2,23,0,0,10
"26480","HANOVER, NH US",2002,2,24,0,0,10
"26481","HANOVER, NH US",2002,2,25,0,0,10
"26482","HANOVER, NH US",2002,2,26,0,0,10
"26483","HANOVER, NH US",2002,2,27,0.16,0.5,10
"26484","HANOVER, NH US",2002,2,28,0,0,9
"26485","HANOVER, NH US",2002,3,1,0,0,9
"26486","HANOVER, NH US",2002,3,2,0.33,0,7
"26487","HANOVER, NH US",2002,3,3,0.02,0,6
"26488","HANOVER, NH US",2002,3,4,0,0,5
"26489","HANOVER, NH US",2002,3,5,0,0,5
"26490","HANOVER, NH US",2002,3,6,0,0,5
"26491","HANOVER, NH US",2002,3,7,0.08,0,5
"26492","HANOVER, NH US",2002,3,8,0,0,5
"26493","HANOVER, NH US",2002,3,9,0,0,1
"26494","HANOVER, NH US",2002,3,10,0.28,0,0
"26495","HANOVER, NH US",2002,3,11,0,0,0
"26496","HANOVER, NH US",2002,3,12,0,0,0
"26497","HANOVER, NH US",2002,3,13,0,0,0
"26498","HANOVER, NH US",2002,3,14,0.07,0,0
"26499","HANOVER, NH US",2002,3,15,0.03,0,0
"26500","HANOVER, NH US",2002,3,16,0.02,0,0
"26501","HANOVER, NH US",2002,3,17,0,0,0
"26502","HANOVER, NH US",2002,3,18,0.18,1.8,2
"26503","HANOVER, NH US",2002,3,19,0.09,0,1
"26504","HANOVER, NH US",2002,3,20,0.24,3.8,5
"26505","HANOVER, NH US",2002,3,21,0.27,8.2,9
"26506","HANOVER, NH US",2002,3,22,0.05,0,3
"26507","HANOVER, NH US",2002,3,23,0.01,0,2
"26508","HANOVER, NH US",2002,3,24,0,0,2
"26509","HANOVER, NH US",2002,3,25,0,0,2
"26510","HANOVER, NH US",2002,3,26,1,2.8,5
"26511","HANOVER, NH US",2002,3,27,0.66,0,4
"26512","HANOVER, NH US",2002,3,28,0,0,4
"26513","HANOVER, NH US",2002,3,29,0,0,3
"26514","HANOVER, NH US",2002,3,30,0.13,0,2
"26515","HANOVER, NH US",2002,3,31,0,0,0
"26516","HANOVER, NH US",2002,4,1,0.47,0,0
"26517","HANOVER, NH US",2002,4,2,0,0,0
"26518","HANOVER, NH US",2002,4,3,0.17,0,0
"26519","HANOVER, NH US",2002,4,4,0,0,0
"26520","HANOVER, NH US",2002,4,5,0,0,0
"26521","HANOVER, NH US",2002,4,6,0,0,0
"26522","HANOVER, NH US",2002,4,7,0,0,0
"26523","HANOVER, NH US",2002,4,8,0,0,0
"26524","HANOVER, NH US",2002,4,9,0.22,0,0
"26525","HANOVER, NH US",2002,4,10,0,0,0
"26526","HANOVER, NH US",2002,4,11,0,0,0
"26527","HANOVER, NH US",2002,4,12,0,0,0
"26528","HANOVER, NH US",2002,4,13,1.39,0,0
"26529","HANOVER, NH US",2002,4,14,0,0,0
"26530","HANOVER, NH US",2002,4,15,0.53,0,0
"26531","HANOVER, NH US",2002,4,16,0,0,0
"26532","HANOVER, NH US",2002,4,17,0,0,0
"26533","HANOVER, NH US",2002,4,18,0,0,0
"26534","HANOVER, NH US",2002,4,19,0,0,0
"26535","HANOVER, NH US",2002,4,20,0,0,0
"26536","HANOVER, NH US",2002,4,21,0,0,0
"26537","HANOVER, NH US",2002,4,22,0.15,1.6,2
"26538","HANOVER, NH US",2002,4,23,0.09,0,0
"26539","HANOVER, NH US",2002,4,24,0,0,0
"26540","HANOVER, NH US",2002,4,25,0.3,0,0
"26541","HANOVER, NH US",2002,4,26,0,0,0
"26542","HANOVER, NH US",2002,4,27,0,0,0
"26543","HANOVER, NH US",2002,4,28,0.51,0,0
"26544","HANOVER, NH US",2002,4,29,0.24,0,0
"26545","HANOVER, NH US",2002,4,30,0.03,0,0
"26546","HANOVER, NH US",2002,5,1,0.01,0,0
"26547","HANOVER, NH US",2002,5,2,0.42,0,0
"26548","HANOVER, NH US",2002,5,3,0.01,0,0
"26549","HANOVER, NH US",2002,5,4,0,0,0
"26550","HANOVER, NH US",2002,5,5,0,0,0
"26551","HANOVER, NH US",2002,5,6,0,0,0
"26552","HANOVER, NH US",2002,5,7,0,0,0
"26553","HANOVER, NH US",2002,5,8,0,0,0
"26554","HANOVER, NH US",2002,5,9,0.03,0,0
"26555","HANOVER, NH US",2002,5,10,0.02,0,0
"26556","HANOVER, NH US",2002,5,11,0,0,0
"26557","HANOVER, NH US",2002,5,12,0.31,0,0
"26558","HANOVER, NH US",2002,5,13,1.15,0,0
"26559","HANOVER, NH US",2002,5,14,0.25,0,0
"26560","HANOVER, NH US",2002,5,15,0.01,0,0
"26561","HANOVER, NH US",2002,5,16,0.01,0,0
"26562","HANOVER, NH US",2002,5,17,0.07,0,0
"26563","HANOVER, NH US",2002,5,18,0.58,0,0
"26564","HANOVER, NH US",2002,5,19,0.01,0,0
"26565","HANOVER, NH US",2002,5,20,0.01,0,0
"26566","HANOVER, NH US",2002,5,21,0,0,0
"26567","HANOVER, NH US",2002,5,22,0.01,0,0
"26568","HANOVER, NH US",2002,5,23,0,0,0
"26569","HANOVER, NH US",2002,5,24,0,0,0
"26570","HANOVER, NH US",2002,5,25,0,0,0
"26571","HANOVER, NH US",2002,5,26,0,0,0
"26572","HANOVER, NH US",2002,5,27,0,0,0
"26573","HANOVER, NH US",2002,5,28,0.01,0,0
"26574","HANOVER, NH US",2002,5,29,0,0,0
"26575","HANOVER, NH US",2002,5,30,0.02,0,0
"26576","HANOVER, NH US",2002,5,31,0.67,0,0
"26577","HANOVER, NH US",2002,6,1,0.01,0,0
"26578","HANOVER, NH US",2002,6,2,0.03,0,0
"26579","HANOVER, NH US",2002,6,3,0,0,0
"26580","HANOVER, NH US",2002,6,4,0,0,0
"26581","HANOVER, NH US",2002,6,5,0.08,0,0
"26582","HANOVER, NH US",2002,6,6,0.3,0,0
"26583","HANOVER, NH US",2002,6,7,0.03,0,0
"26584","HANOVER, NH US",2002,6,8,0,0,0
"26585","HANOVER, NH US",2002,6,9,0,0,0
"26586","HANOVER, NH US",2002,6,10,0.03,0,0
"26587","HANOVER, NH US",2002,6,11,0,0,0
"26588","HANOVER, NH US",2002,6,12,0.87,0,0
"26589","HANOVER, NH US",2002,6,13,0,0,0
"26590","HANOVER, NH US",2002,6,14,0.01,0,0
"26591","HANOVER, NH US",2002,6,15,0,0,0
"26592","HANOVER, NH US",2002,6,16,0.42,0,0
"26593","HANOVER, NH US",2002,6,17,0.02,0,0
"26594","HANOVER, NH US",2002,6,18,0,0,0
"26595","HANOVER, NH US",2002,6,19,0,0,0
"26596","HANOVER, NH US",2002,6,20,0,0,0
"26597","HANOVER, NH US",2002,6,21,0,0,0
"26598","HANOVER, NH US",2002,6,22,0.59,0,0
"26599","HANOVER, NH US",2002,6,23,0.03,0,0
"26600","HANOVER, NH US",2002,6,24,0.14,0,0
"26601","HANOVER, NH US",2002,6,25,0,0,0
"26602","HANOVER, NH US",2002,6,26,0.09,0,0
"26603","HANOVER, NH US",2002,6,27,0.33,0,0
"26604","HANOVER, NH US",2002,6,28,0.05,0,0
"26605","HANOVER, NH US",2002,6,29,0,0,0
"26606","HANOVER, NH US",2002,6,30,0,0,0
"26607","HANOVER, NH US",2002,7,1,0,0,0
"26608","HANOVER, NH US",2002,7,2,0,0,0
"26609","HANOVER, NH US",2002,7,3,0,0,0
"26610","HANOVER, NH US",2002,7,4,0.08,0,0
"26611","HANOVER, NH US",2002,7,5,0,0,0
"26612","HANOVER, NH US",2002,7,6,0.11,0,0
"26613","HANOVER, NH US",2002,7,7,0,0,0
"26614","HANOVER, NH US",2002,7,8,0.11,0,0
"26615","HANOVER, NH US",2002,7,9,0.01,0,0
"26616","HANOVER, NH US",2002,7,10,0.03,0,0
"26617","HANOVER, NH US",2002,7,11,0,0,0
"26618","HANOVER, NH US",2002,7,12,0,0,0
"26619","HANOVER, NH US",2002,7,13,0,0,0
"26620","HANOVER, NH US",2002,7,14,0,0,0
"26621","HANOVER, NH US",2002,7,15,0.02,0,0
"26622","HANOVER, NH US",2002,7,16,0,0,0
"26623","HANOVER, NH US",2002,7,17,0.01,0,0
"26624","HANOVER, NH US",2002,7,18,0.03,0,0
"26625","HANOVER, NH US",2002,7,19,0,0,0
"26626","HANOVER, NH US",2002,7,20,0.31,0,0
"26627","HANOVER, NH US",2002,7,21,0,0,0
"26628","HANOVER, NH US",2002,7,22,0,0,0
"26629","HANOVER, NH US",2002,7,23,0.39,0,0
"26630","HANOVER, NH US",2002,7,24,0,0,0
"26631","HANOVER, NH US",2002,7,25,0,0,0
"26632","HANOVER, NH US",2002,7,26,0,0,0
"26633","HANOVER, NH US",2002,7,27,0.12,0,0
"26634","HANOVER, NH US",2002,7,28,0,0,0
"26635","HANOVER, NH US",2002,7,29,0.01,0,0
"26636","HANOVER, NH US",2002,7,30,0,0,0
"26637","HANOVER, NH US",2002,7,31,0,0,0
"26638","HANOVER, NH US",2002,8,1,0,0,0
"26639","HANOVER, NH US",2002,8,2,0.02,0,0
"26640","HANOVER, NH US",2002,8,3,0.01,0,0
"26641","HANOVER, NH US",2002,8,4,0,0,0
"26642","HANOVER, NH US",2002,8,5,0.07,0,0
"26643","HANOVER, NH US",2002,8,6,0.04,0,0
"26644","HANOVER, NH US",2002,8,7,0.01,0,0
"26645","HANOVER, NH US",2002,8,8,0,0,0
"26646","HANOVER, NH US",2002,8,9,0,0,0
"26647","HANOVER, NH US",2002,8,10,0,0,0
"26648","HANOVER, NH US",2002,8,11,0,0,0
"26649","HANOVER, NH US",2002,8,12,0,0,0
"26650","HANOVER, NH US",2002,8,13,0.05,0,0
"26651","HANOVER, NH US",2002,8,14,0,0,0
"26652","HANOVER, NH US",2002,8,15,0,0,0
"26653","HANOVER, NH US",2002,8,16,0,0,0
"26654","HANOVER, NH US",2002,8,17,0,0,0
"26655","HANOVER, NH US",2002,8,18,0,0,0
"26656","HANOVER, NH US",2002,8,19,0,0,0
"26657","HANOVER, NH US",2002,8,20,0.11,0,0
"26658","HANOVER, NH US",2002,8,21,0,0,0
"26659","HANOVER, NH US",2002,8,22,0.3,0,0
"26660","HANOVER, NH US",2002,8,23,0.03,0,0
"26661","HANOVER, NH US",2002,8,24,0.14,0,0
"26662","HANOVER, NH US",2002,8,25,0,0,0
"26663","HANOVER, NH US",2002,8,26,0,0,0
"26664","HANOVER, NH US",2002,8,27,0,0,0
"26665","HANOVER, NH US",2002,8,28,0,0,0
"26666","HANOVER, NH US",2002,8,29,0.08,0,0
"26667","HANOVER, NH US",2002,8,30,0.57,0,0
"26668","HANOVER, NH US",2002,8,31,0,0,0
"26669","HANOVER, NH US",2002,9,1,0,0,0
"26670","HANOVER, NH US",2002,9,2,0,0,0
"26671","HANOVER, NH US",2002,9,3,0,0,0
"26672","HANOVER, NH US",2002,9,4,0.04,0,0
"26673","HANOVER, NH US",2002,9,5,0,0,0
"26674","HANOVER, NH US",2002,9,6,0,0,0
"26675","HANOVER, NH US",2002,9,7,0,0,0
"26676","HANOVER, NH US",2002,9,8,0,0,0
"26677","HANOVER, NH US",2002,9,9,0,0,0
"26678","HANOVER, NH US",2002,9,10,0,0,0
"26679","HANOVER, NH US",2002,9,11,0.2,0,0
"26680","HANOVER, NH US",2002,9,12,0,0,0
"26681","HANOVER, NH US",2002,9,13,0,0,0
"26682","HANOVER, NH US",2002,9,14,0,0,0
"26683","HANOVER, NH US",2002,9,15,0,0,0
"26684","HANOVER, NH US",2002,9,16,1.55,0,0
"26685","HANOVER, NH US",2002,9,17,0,0,0
"26686","HANOVER, NH US",2002,9,18,0,0,0
"26687","HANOVER, NH US",2002,9,19,0,0,0
"26688","HANOVER, NH US",2002,9,20,0,0,0
"26689","HANOVER, NH US",2002,9,21,0,0,0
"26690","HANOVER, NH US",2002,9,22,0.61,0,0
"26691","HANOVER, NH US",2002,9,23,0,0,0
"26692","HANOVER, NH US",2002,9,24,0,0,0
"26693","HANOVER, NH US",2002,9,25,0,0,0
"26694","HANOVER, NH US",2002,9,26,0,0,0
"26695","HANOVER, NH US",2002,9,27,0.47,0,0
"26696","HANOVER, NH US",2002,9,28,0.78,0,0
"26697","HANOVER, NH US",2002,9,29,0,0,0
"26698","HANOVER, NH US",2002,9,30,0.05,0,0
"26699","HANOVER, NH US",2002,10,1,0,0,0
"26700","HANOVER, NH US",2002,10,2,0,0,0
"26701","HANOVER, NH US",2002,10,3,0.02,0,0
"26702","HANOVER, NH US",2002,10,4,0.07,0,0
"26703","HANOVER, NH US",2002,10,5,0.15,0,0
"26704","HANOVER, NH US",2002,10,6,0,0,0
"26705","HANOVER, NH US",2002,10,7,0.02,0,0
"26706","HANOVER, NH US",2002,10,8,0,0,0
"26707","HANOVER, NH US",2002,10,9,0,0,0
"26708","HANOVER, NH US",2002,10,10,0.03,0,0
"26709","HANOVER, NH US",2002,10,11,0.04,0,0
"26710","HANOVER, NH US",2002,10,12,0.4,0,0
"26711","HANOVER, NH US",2002,10,13,0.06,0,0
"26712","HANOVER, NH US",2002,10,14,0.02,0,0
"26713","HANOVER, NH US",2002,10,15,0,0,0
"26714","HANOVER, NH US",2002,10,16,0.62,0,0
"26715","HANOVER, NH US",2002,10,17,0.17,0,0
"26716","HANOVER, NH US",2002,10,18,0.01,0,0
"26717","HANOVER, NH US",2002,10,19,0.11,0,0
"26718","HANOVER, NH US",2002,10,20,0.05,0,0
"26719","HANOVER, NH US",2002,10,21,0,0,0
"26720","HANOVER, NH US",2002,10,22,0,0,0
"26721","HANOVER, NH US",2002,10,23,0.08,0.4,1
"26722","HANOVER, NH US",2002,10,24,0,0,0
"26723","HANOVER, NH US",2002,10,25,0,0,0
"26724","HANOVER, NH US",2002,10,26,0.87,0,0
"26725","HANOVER, NH US",2002,10,27,0,0,0
"26726","HANOVER, NH US",2002,10,28,0,0,0
"26727","HANOVER, NH US",2002,10,29,0,0,0
"26728","HANOVER, NH US",2002,10,30,0,0,0
"26729","HANOVER, NH US",2002,10,31,0,0,0
"26730","HANOVER, NH US",2002,11,1,0.03,0,0
"26731","HANOVER, NH US",2002,11,2,0.04,0.4,1
"26732","HANOVER, NH US",2002,11,3,0,0,1
"26733","HANOVER, NH US",2002,11,4,0.02,0,0
"26734","HANOVER, NH US",2002,11,5,0,0,0
"26735","HANOVER, NH US",2002,11,6,0.52,0,0
"26736","HANOVER, NH US",2002,11,7,0,0,0
"26737","HANOVER, NH US",2002,11,8,0,0,0
"26738","HANOVER, NH US",2002,11,9,0,0,0
"26739","HANOVER, NH US",2002,11,10,0,0,0
"26740","HANOVER, NH US",2002,11,11,0.27,0,0
"26741","HANOVER, NH US",2002,11,12,0.33,0,0
"26742","HANOVER, NH US",2002,11,13,0.5,0,0
"26743","HANOVER, NH US",2002,11,14,0,0,0
"26744","HANOVER, NH US",2002,11,15,0,0,0
"26745","HANOVER, NH US",2002,11,16,0.2,1.7,2
"26746","HANOVER, NH US",2002,11,17,0.83,1.5,3
"26747","HANOVER, NH US",2002,11,18,0.82,1.2,4
"26748","HANOVER, NH US",2002,11,19,0.07,1.5,5
"26749","HANOVER, NH US",2002,11,20,0,0,3
"26750","HANOVER, NH US",2002,11,21,0,0,2
"26751","HANOVER, NH US",2002,11,22,0.68,0,1
"26752","HANOVER, NH US",2002,11,23,0.04,0,1
"26753","HANOVER, NH US",2002,11,24,0,0,1
"26754","HANOVER, NH US",2002,11,25,0.05,0,1
"26755","HANOVER, NH US",2002,11,26,0,0,1
"26756","HANOVER, NH US",2002,11,27,0.05,0,1
"26757","HANOVER, NH US",2002,11,28,0,0,1
"26758","HANOVER, NH US",2002,11,29,0.05,1,2
"26759","HANOVER, NH US",2002,11,30,0.02,0.3,1
"26760","HANOVER, NH US",2002,12,1,0.03,0.2,NA
"26761","HANOVER, NH US",2002,12,2,0,0,1
"26762","HANOVER, NH US",2002,12,3,0,0,1
"26763","HANOVER, NH US",2002,12,4,0,0,1
"26764","HANOVER, NH US",2002,12,5,0,0,1
"26765","HANOVER, NH US",2002,12,6,0.05,1.6,3
"26766","HANOVER, NH US",2002,12,7,0,0,2
"26767","HANOVER, NH US",2002,12,8,0.01,0.2,2
"26768","HANOVER, NH US",2002,12,9,0.01,0.2,2
"26769","HANOVER, NH US",2002,12,10,0,0,2
"26770","HANOVER, NH US",2002,12,11,0,0,2
"26771","HANOVER, NH US",2002,12,12,0.72,5.5,7
"26772","HANOVER, NH US",2002,12,13,0,0,7
"26773","HANOVER, NH US",2002,12,14,0.41,0,5
"26774","HANOVER, NH US",2002,12,15,0,0,4
"26775","HANOVER, NH US",2002,12,16,0.06,1.1,5
"26776","HANOVER, NH US",2002,12,17,0,0,5
"26777","HANOVER, NH US",2002,12,18,0,0,5
"26778","HANOVER, NH US",2002,12,19,0,0,5
"26779","HANOVER, NH US",2002,12,20,0.22,0,3
"26780","HANOVER, NH US",2002,12,21,0.18,0,3
"26781","HANOVER, NH US",2002,12,22,0,0,3
"26782","HANOVER, NH US",2002,12,23,0,0,3
"26783","HANOVER, NH US",2002,12,24,0,0,3
"26784","HANOVER, NH US",2002,12,25,0.39,4,7
"26785","HANOVER, NH US",2002,12,26,1.41,17.6,23
"26786","HANOVER, NH US",2002,12,27,0,0,23
"26787","HANOVER, NH US",2002,12,28,0,0,23
"26788","HANOVER, NH US",2002,12,29,0,0,23
"26789","HANOVER, NH US",2002,12,30,0,0,22
"26790","HANOVER, NH US",2002,12,31,0,0,21
"26791","HANOVER, NH US",2003,1,1,0,0,17
"26792","HANOVER, NH US",2003,1,2,0.43,0.5,18
"26793","HANOVER, NH US",2003,1,3,0,0,18
"26794","HANOVER, NH US",2003,1,4,1.45,9,27
"26795","HANOVER, NH US",2003,1,5,0.16,2,29
"26796","HANOVER, NH US",2003,1,6,0,0,28
"26797","HANOVER, NH US",2003,1,7,0,0,28
"26798","HANOVER, NH US",2003,1,8,0.02,0.4,28
